CATEGORY,SUB CATEGORY,UNIT,DESIGNATION,NAME,VPN,MOBILE1,MOBILE2,STD,LANDLINE1,LANDLINE2, FAX,EMAIL,ADDRESS
CATEGORY,NORTH ZONE,THRISSUR CITY,AC SB,,10640,94979 90085,,0487,2426946,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,AC DCRB,,10641,94979 90082 ,,0487,2422332,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,AC District Crime Branch,,10642,94979 90084,,0487,2426252,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,DC AR,,14104,94979 90236,,0487,2327450,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,AC AR-1,,14104,94979 18490,,0487,2327450,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,AC AR-2,,14104,94979 87362,,0487,2327450,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,RI AR-1,,14104,94979 87360,,0487,2327450,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,RI AR-2,,14104,94979 87361,,0487,2327450,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,AR Camp,,14104,,,0487,2327450,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Crime Stopper,,14105,,,0487,2363607,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Women Helpline,,,,,0487,2428855,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Women Helpline,,,1091,,0487,2441897,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Pink Police Patrol,,,1515,,0487,2432100,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Inspector Women Cell ,,13156,94979 87145,,0487,2420000,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,AC Thrissur,,14110,94979 90087,,0487,2424194,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Town East PS,,,94979 87130,94979 80574,0487,2424192,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Inspector Control Room ,,14112,94979 17144,,0487,2424193,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Control Room,,14112,94979 80598,,0487,2424193,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Traffic PS,,14152,94979 80586,,0487,2445259,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Vanitha PS,,14103,94979 80594,,0487,2420720,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Town West PS,,14114,94979 87131,94979 80560 ,0487,2363608,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Viyyur PS,,14115,94979 80570,,0487,2327502,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Nedupuzha PS,,14139,94979 80551,,0487,2447511,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Ollur PS,,14117,94979 87132,94979 80552,0487,2459420,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Mannuthy PS,,14108,94979 80548,,0487,2370280,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Peechi PS,,14118,94979 80556,,0487,2284040,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,AC Guruvayoor,,10643,94979 80591,,0487,2550007,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Guruvayoor PS,,11081,94979 62644,94979 62797, 04885,230100,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,SHO Guruvayoor Temple PS,,14127,94979 87136,,0487,2556362,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,SI Guruvayoor Temple PS,,14127,94979 80572,,0487,2556362,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Pavaratty PS,,14158,94979 80554,,0487,2263000,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Peramangalam PS,,14107,94979 62833,,0487,2307237,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Peramangalam PS,,10644,94979 80557,,0487,2306303,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Medical College PS,,14161,94979 80592,,0487,2202434,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Dy SP Kunnamkulam,,14123,94979 90086,,04885,212100,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Kunnamkulam PS,,14124,94979 87134,94979 80543, 04885,222211,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Erumapetty PS,,14130,94979 80532,, 0 4885,273002,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Chavakkad PS,,14125,94979 87135,94979 80526,0 487,2507352,2509510,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Vadakkekad PS,,14126,94979 80563,,0 487,2542390,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Wadakkenchery PS,,14129,94979 87137 ,,0 4884,236223,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Wadakkenchery PS,,,94979 80562,,,,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Cheruthuruthy PS,,14133,94979 80531,,0 4884,262401,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Chelakkara PS,,14131,94979 87138,94979 80529,04884,252034,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Pazhayannur PS,,14132,94979 80555,,04884,227250,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Inspector Coastal PS Munakakadavu,,,9497941832,,0487,2530115,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Police Surgeon,,14151,,,0487,2200469,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,FSL Scientific Asst.,,,94979 80588,,,,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Finger Print Expert,,,94979 75989,,,,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Tester Expert (FP),,,94979 62642,,,,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Photographer,,,94979 65428,,,,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Cyber Cell,,,94979 62836,,,,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,District Police Chief,,14100,9497996978,,0487,2361000,,2361000,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,DYSP Admn,,14101,9497990081,,0487,2363602,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,DPO,,14101,,,0487,2363602,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,Sr AA,,14101,9497965269,,0487,2363602,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,Manager,,14101,9497965298,,0487,2363602,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,AO,,14101,9497965322,,0487,2363602,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,DYSP SB,,14102,9497990083,,0487,2363604,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,DYSP DCRB,,14101,9497980576,,0487,2363602,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,CCTNS,,,,,0487,2363430,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,DYSP DCB,,14101,9497981247,,0487,2363602,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,Crime Stopper,,14105,1090,,0487,2363607,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,Inspector Women Cell,,14101,9497962656,,0487,2363602,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,Police Surgeon ,,14151,9387299855,,0487,2200469,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,Cyber Cell,,,9497976006,,,,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,DySP Irinjalakkuda,,,9497990088,,0480,2828000,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,Irinjalakkuda PS,,14134,9497987139,,0480,2825228,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,Irinjalakkuda PS,,14136,9497980533,,0480,2826600,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,Vanitha PS,,,9497918576,,0480,2830050,,,,
CATEGORY,NORTH ZONE,THRISSUR RURAL,Kattoor PS,,14137,9497980536,,0480,2877590,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Cherpu PS,,14138,9497980530,,0487,2340220,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Anthikkad PS,,14116,9497987140,9497980522,0487,2626042,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Kodungalloor PS,,14146,9497987143,,0480,2800621,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Kodungalloor PS,,14145,9897980539,,0480,2800561,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Kodungalloor Control Room,,,,,0480,2800622,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Mathilakom PS,,14149,9497980549,,0480,2850257,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Valappad PS,,14148,9497987144,,0487,2391236,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Valappad PS,,14147,9497980566,,0487,2394411,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Vatanappilly PS,,14150,9497980564,,0487,2607540,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Kaipamangalam ,,,9497980540,,0487,2847878,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Inspector Coastal PS Azheekode,,,9497962603,,0480,2815100,1093,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Coastal PS Azheekode,,,9497980647,,0480,2815100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,DYSP Chalakkudy,,12039,9497962589,,0480,2708020,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Chalakkudy PS,,14140,9497987141,,0480,2708331,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Chalakkudy PS,,14155,9497980525,,0480,2701507,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Athirappally PS,,14141,9497980569,,0480,2769004,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Malakkappara PS,,14142,9497980547,,0890,3217093,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Mala PS,,14144,9497987142,9497980546,0890,2695005,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Pudukkad PS,,14119,9497987133,9497980558,0480,2751336,2755400,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Varandarappilly PS,,14120,9497980571,,0480,2760150,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Kodakara PS,,14121,9497962533,9497980537,0480,2720287,2725354,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Vellikulangara PS,,14122,9497980568,,0480,2740542,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,THRISSUR RURAL,Aloor PS,,,9497941830,,0480,2725100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,District Police Chief,,14200,9497996977,,0491,2534011,,2534011,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Camp Office,,,,,0491,2533276,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,DySP Admn,,14201,9497990089,,0491,2536700,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,DPO,,14201,,,0491,2536700,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Sr AA,,,9497965270,,0491,2536700,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Manager,,,9497965297,,0491,2536700,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,AO,,,9497965321,,0491,2536700,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,DYSP SB,,14202,9497990090,,0491,2536688,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,DYSP DCRB,,14201,9497990091,,0491,2536700,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,DYSP Narcotic Cell,,14201,9497990093,,0491,2536700,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,DYSP Dist Crime Branch,,14201,9497990092,,0491,2536700,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Crime Stopper,,14204,1090,,0491,2526834,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Passport Cell,,14203,,,0491,2536888,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,DC AR,,14205,9497990237,,0491,2509515,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,AR Camp AC - I,,14205,9497990272,,0491,2509895,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Photographic Bureau,,,,,0491,2501102,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Cyber Cell,,,,,0491,2526007,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,DYSP PALAKKAD,,14206,9497990095,,0491,2538836,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Town South PS,,14207,9497987146,9497980637,0491,2537368,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Control Room,,14208,,,0491,2522340,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Traffic PS,,14209,9497980644,,0491,2504725,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Womens Helpline,,14210,9497980650,,0491,2504650,2504850,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Inspector Women Cell,,14201,9497987161,,0491,2501727,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Pink Control,,,9188314579,9188341921,0491,2971500,2501700,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Town North PS,,14211,9497987147,9497980633,0491,2502375,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Mankara PS,,14212,9497980616,,0491,2872222,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Kasaba PS,,,9497987148,9497980607,0491,2566148,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Walayar PS,,,9497980635,,0491,2862264,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Chittur PS,,14215,9497987149,9497980604,0492,3222338,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Meenakshipuram PS,,,9497963050,,0492,3234100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Kozhinjampara PS,,14216,9497980613,,0492,3272224,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Hemambika Nagar PS,,14217,9497987150,9497980606,0491,2555208,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Malampuzha PS,,14218,9497980614,,0491,2815284,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Kongad PS,,14219,9497980611,,0491,2845230,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,DYSP Alathur,,14220,9497990096,,04922,222399,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Alathur PS,,14221,9497987151,,04922,222323,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Alathur PS,,19410,9497980600,,04922,222312,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Kottayi PS,,14246,9497980627,,04922,285501,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Kuzhalmannam PS,,14222,9497987152,9497980612,04922,272032,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Pudunagaram PS,,14223,9497980628,,04923,252255,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Vadakkancherry PS,,14224,9497987153,9497980636,04922,255100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Mangalam Dam PS,,14225,9497980615,,04922,262100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Kollengode PS,,14226,9497987154,9497980610,04923,262329,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Parampikulam PS,,14228,9497980624,,0425,3277224,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Nenmara PS,,14229,9497987155,9497980620,04923,243399,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Padagiri PS,,14230,9497980623,,04923,246237,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,DYSP Shornur,,14231,9497990097,,0466,2222409,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Ottappalam PS,,14232,9497987156,9497980621,04662,244325,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Shornur PS,,14233,94979 80630,,0466,2222406,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Pattambi PS,,14234,94979 87157,94979 80625,0466,2212224,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Thrithala PS,,14235,94979 80632,,0466,2272004,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Chalissery PS,,14236,94979 80602,,0466,2256254,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Cherpulassery PS,,14237,94979 87158,94979 80603,0466,2282235,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Sreekrishnapuram PS,,14238,94979 80631,,0466,2261233,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Mannarkkad PS,,14239,94979 80617,94979 20409,04924,222298,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Nattukal PS,,14240,94979 80619,,04924,236250,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Kalladikkode PS,,,94979 62920,,04924,246103,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Koppam PS,,,,,0466,2522016,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Dy SP Agali         ,,14241,94979 90094,,04924,254100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Agali PS,,14242,94979 87160,94979 80599,04924,254222,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Sholayar PS,,14243,94979 80629,9497934190,04924,209007,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Control Room,,,,,0491,2522016,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Control Room,,,,,0491,2537290,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Control Room,,,,,0491,2522340,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,ISDN,,,,,0491,2503077,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,PALAKKAD,Police Surgeon,,14244,94474 42525,,0491,2534524,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,District Police Chief,,15000,94979 96976,,0483,2734377,,2734377,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Dy SP [Admn],,,94979 90098,,0483,2734972,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,DPO,,15001,,,0483,2734983,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Manager,,15001,94979 65294,,0483,2734983,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,AA,,15001,94979 65331,,0483,2734983,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,AO,,15001,94979 65319,,0483,2734983,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Dy SP SB,,15002,94979 90099,,0483,2734993,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Dy SP DCRB,,15003,94979 90100,,0483,2734837,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Control Room,,,94979 80694,,0483,2734849,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Dy SP District Crime Branch,,,94979 90101,,0483,2734982,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Dy SP Narcotic Cell,,15005,94979 90102,,0483,2732043,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Crime Stopper,,,,,0483,2739100,1090,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Cyber Cell,,,94979 76008,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Computer Cell,,15006,94979 76040,,0483,2738660,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,AC AR / AR Camp,,15007,94979 90275,,0493,3240700,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,DySP,,15008,94979 90103,,0483,2734992,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Inspector Women  Cell,,15012,94979 87174,,0483,2734830,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Women Helpline,,15012,9497963365,,0483,2734830,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Malappuram PS,,15010,94979 87162,,0483,2734966,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Malappuram PS,,15009,94979 80664,,0491,2739699,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Traffic PS,,15011,94979 81329,,0483,2736599,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Vengara PS,,15013,94979 80690,,0494,2450210,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Kondotty PS ,,15015,94979 87163,,0483,2712041,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Kondotty PS ,,15014,94979 80659,,0491,2710080,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Karipur PS,,19423,94979 80693,,0483,2712598,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Vazhakkad PS,,15016,94979 80689,,0483,2725212,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Traffic Unit Kondotty,,,94979 80697,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Tirurangadi PS,,15017,94979 87164,,0494,2460331,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Tirurangadi PS,,19424,94979 80685,,0494,2460393,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Thenjipalam PS,,15018,94979 80681,,0494,2400260,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Manjeri PS,,15020,94979 87165,,0483,2766852,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Manjeri PS,,15019,94979 80666,,0483,2767496,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Traffic Unit,,,94979 80695,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Areacode PS,,15021,94979 80652,,0483,2850222,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,DySP,,15022,94979 90104,,04933,227213,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Perinthalmanna PS,,15023,94979 87170,94979 80675,04933,227231,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Kolathur PS,,15024,94979 80658,,04933,203244,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Mangada PS,,,94979 80676,,04933,237100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Traffic Unit ,,,94979 80699,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Pandikad PS,,15026,94979 87171,,0483,2783222,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Pandikad PS,,15025,94979 80673,,0483,2783150,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Melattur PS,,15027,94979 80670,,04933,278221,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Karuvarakundu PS,,15028,94979 80657,,04931,280210,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Wandoor PS,,15030,94979 87172,,04931,247027,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Wandoor PS,,15029,94979 80691,,04931,247527,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Kalikavu PS,,15031,94979 80655,,04931,257222,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Edavanna PS,,15032,94979 81331,,0483,2700268,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Nilambur PS,,15034,94979 87173,,04931,220241,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Nilambur PS,,15033,94979 80671,,04931,220340,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Edakkara PS,,15035,94979 75609,94979 80654,04931,275222,277340,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Vazhikadavu PS,,15036,94979 81330,,04931,275233,,,,
